00	0	1002	985	0	1002	985	0	1002	985	
01	1002	0	422	1002	0	422	1002	0	422	
02	985	422	0	985	422	0	985	422	0	
10	0	1002	985	0	1002	985	0	1002	985	
11	1002	0	422	1002	0	422	1002	0	422	
12	985	422	0	985	422	0	985	422	0	
20	0	1002	985	0	1002	985	0	1002	985	
21	1002	0	422	1002	0	422	1002	0	422	
22	985	422	0	985	422	0	985	422	0	
